rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
92,P2_radar_if_blocks_d2,IFX.DE,Infineon,欧洲,卫星资产池,D3-D4,Power semiconductors,候选/雷达池,78,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验,auto/industrial混杂、AI占比低,AI rack power → SiC/GaN/power ICs → component demand,BOM边+技术边,SMH? Europe semis ETFs,IBKR/ADR
93,P2_radar_if_blocks_d2,NTAP,NetApp,US,美国资产池,D3-D4,Enterprise/data center storage,雷达/候选池,78,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,10-K/20-F / quarterly results / debt filings / customer contracts / power and datacenter disclosures,backlog quality; contracted MW; utilization; depreciation; interest expense; customer concentration; FCF,"Backlog is take-or-pay or high-quality, utilization is high, cash collection is visible, and leverage is manageable.","Revenue depends on leverage, customer concentration, weak contract terms, GPU residual risk, or negative FCF spiral.",待原文核验,AI专用度弱,AI enterprise data → storage/software/services,客户边+现金流边,tech ETFs,13F大盘/价值
94,P2_radar_if_blocks_d2,SPXC,SPX Technologies,US,美国资产池,D3-D4,Cooling/HVAC/electrical niches,雷达/候选池,78,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验,AI暴露间接,AI data center thermal/electrical demand → component backlog,客户边+产能边,industrial ETFs待查,13F小中盘
95,P2_radar_if_blocks_d2,NBIS,Nebius,US,美国资产池,D1-D4,NeoCloud / AI cloud,候选池,76,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,10-K/20-F / quarterly results / debt filings / customer contracts / power and datacenter disclosures,backlog quality; contracted MW; utilization; depreciation; interest expense; customer concentration; FCF,"Backlog is take-or-pay or high-quality, utilization is high, cash collection is visible, and leverage is manageable.","Revenue depends on leverage, customer concentration, weak contract terms, GPU residual risk, or negative FCF spiral.",待原文核验: revenue/backlog/utilization/debt,融资、客户质量、利用率、GPU残值,LLM/enterprise AI demand → GPU cloud capacity → DC/power/financing,客户边+现金流边+产能边,AI/cloud ETFs待查,13F/active small-mid growth funds待查
96,P2_radar_if_blocks_d2,POWL,Powell Industries,US,美国资产池,D3-D4,Electrical switchgear,候选池,76,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验: DC customer and backlog,周期订单、客户集中、扩产后瓶颈缓解,AI DC/electrification → medium-voltage gear → backlog/margins,产能边+现金流边,GRID/small industrial ETFs待查,13F小盘工业
97,P2_radar_if_blocks_d2,STX,Seagate,US,美国资产池,D3-D4,Nearline HDD/object storage,雷达/候选池,75,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / customer concentration note / inventory and margin disclosure,AI server revenue; rack-scale shipment; inventory; gross margin; customer concentration; liquid-cooled rack mix,"AI server/rack revenue and margins are disclosed, backlog converts to revenue, and inventory risk is controlled.","Revenue grows but margin compresses, inventory rises, or business remains low-margin assembly without bottleneck power.",待原文核验: AI storage use cases,AI相关性间接、HDD周期 | [options-flow-alert 2026-05-13: squeeze_score=124973 vol_oi=11.70],AI data lake/video/checkpoint → capacity storage demand,客户边+BOM边,tech/storage ETFs,13F存储周期
98,P2_radar_if_blocks_d2,WDC,Western Digital / SanDisk,US,美国资产池,D3-D4,NAND/eSSD/storage,候选/雷达池,75,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / customer concentration note / inventory and margin disclosure,AI server revenue; rack-scale shipment; inventory; gross margin; customer concentration; liquid-cooled rack mix,"AI server/rack revenue and margins are disclosed, backlog converts to revenue, and inventory risk is controlled.","Revenue grows but margin compresses, inventory rises, or business remains low-margin assembly without bottleneck power.",待原文核验: eSSD vs consumer NAND split,传统NAND周期误判、ASP波动,AI data/checkpoint/inference cache → enterprise SSD demand,BOM边+现金流边,semis/storage ETFs,13F存储周期
99,P2_radar_if_blocks_d2,000021.SZ,深科技,A股主板,中国资产池,D3-D4,EMS/storage packaging/test,雷达池,73,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / earnings call / investor presentation / product and application pages,AI/HBM tester demand; SoC vs memory tester mix; probe/socket orders; inspection/metrology AI packaging exposure; margin,"Original sources prove HBM, AI accelerator, or advanced packaging complexity is increasing test or inspection revenue.",Revenue is broad semi-cycle recovery with no AI/HBM/advanced packaging mix or order evidence.,待原文核验,AI证据弱、低毛利,storage/server EMS → AI/eSSD supply chain?,客户边+反证边,A股电子ETF,公募/北向
100,P2_radar_if_blocks_d2,TSEM,Tower Semiconductor,以色列/US,卫星资产池,D3-D4,Specialty foundry / SiPh,雷达池,73,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验,AI SiPh客户不清、mature cycle,silicon photonics/analog/power → specialty process → foundry revenue,技术边+客户边,semis/Israel ETFs待查,NASDAQ 13F
101,P2_radar_if_blocks_d2,IREN,IREN,US,美国资产池,D1-D4,AI cloud + powered land from crypto mining,候选/雷达池,72,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验: AI contracts/utilization/debt,比特币业务混杂、融资、客户质量,GPU cloud demand → power campuses → AI data centers,产能边+现金流边+反证边,AI/cloud/crypto-miner ETFs待查,13F small-cap + options
102,P2_radar_if_blocks_d2,3896.HK / KC,金山云,H股/ADR,中国资产池,D1-D4,Cloud / AI cloud,雷达池,70,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,10-K/20-F / quarterly results / debt filings / customer contracts / power and datacenter disclosures,backlog quality; contracted MW; utilization; depreciation; interest expense; customer concentration; FCF,"Backlog is take-or-pay or high-quality, utilization is high, cash collection is visible, and leverage is manageable.","Revenue depends on leverage, customer concentration, weak contract terms, GPU residual risk, or negative FCF spiral.",待原文核验,亏损/毛利、竞争,enterprise AI/cloud demand → GPU/cloud services → revenue,客户边+现金流边,HK/cloud ETFs待查,ADR/港股通待查
103,P2_radar_if_blocks_d2,603912.SH,佳力图,A股主板,中国资产池,D3-D4,Data center cooling,雷达池,70,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验,AI专用度弱、订单周期,AI DC thermal demand → cooling equipment orders,客户边+产能边,A股数据中心主题ETF,主题资金线索
104,P2_radar_if_blocks_d2,ALFA.ST,Alfa Laval,欧洲,卫星资产池,D3-D4,Heat exchangers / thermal,雷达池,70,high_priority,pending_original_source_verification,Verify whether this D3-D4/D4 node can actually block D0-D2 before deeper work.,annual report / quarterly results / backlog/orders / investor presentation / product page,data center orders; backlog; book-to-bill; liquid cooling attach; margin; lead time; capacity expansion,"Original sources prove data-center AI demand, long lead-time constraints, backlog growth, and margin expansion.","Orders are pulled forward, projects delayed, customer pricing pressure rises, or grid permission is the real bottleneck.",待原文核验,AI间接、工业周期,AI cooling/energy systems → heat exchangers,BOM边,Nordic/industrial ETFs,IBKR瑞典
